,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,SeniorCitizen_No,SeniorCitizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_Month_to_month,Contract_One_year,Contract_Two_year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank_transfer_automatic_,PaymentMethod_Credit_card_automatic_,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,ABSOLUTE_DIFF_MonthlyCharges_,ABSOLUTE_DIFF_TotalCharges_,ABSOLUTE_DIFF_tenure_,MonthlyCharges_0,TotalCharges_0,tenure_0,COSINE_MonthlyCharges_,COSINE_TotalCharges_,COSINE_tenure_,EXPONENTIAL_WEIGHTED_STD_MonthlyCharges_com_0_5_,EXPONENTIAL_WEIGHTED_STD_TotalCharges_com_0_5_,EXPONENTIAL_WEIGHTED_STD_tenure_com_0_5_,EXPONENTIAL_WEIGHTED_VARIANCE_MonthlyCharges_com_0_5_,EXPONENTIAL_WEIGHTED_VARIANCE_TotalCharges_com_0_5_,EXPONENTIAL_WEIGHTED_VARIANCE_tenure_com_0_5_,MonthlyCharges_tenure,TotalCharges_MonthlyCharges,tenure_MonthlyCharges,MonthlyCharges_1,TotalCharges_1,tenure_1,NATURAL_LOGARITHM_MonthlyCharges_,NATURAL_LOGARITHM_TotalCharges_,NATURAL_LOGARITHM_tenure_,Churn
3168,4.0,85.65,321.65,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,8.899999999999991,5757.1,61.0,85.65,321.65,4.0,-0.6770877259016637,0.35531122132182386,-0.6536436208636119,26.724046196984567,3371.1799393354077,38.15037965544511,714.1746451385653,11364854.183377482,1455.4514678546,True,True,False,85.65,321.65,4.0,4.450269224770129,5.773463997857009,1.3862943611198906,1
3169,32.0,19.75,624.15,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,65.9,302.5,28.0,19.75,624.15,32.0,0.6212620483809149,-0.5174414218624936,0.8342233605065102,44.121997564828696,2073.341948544746,22.998644222589988,1946.7506691107494,4298746.835595326,528.9376360772718,False,True,True,19.75,624.15,32.0,2.9831534913471307,6.43639072409706,3.4657359027997265,0
3170,45.0,19.2,903.7,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,0.5500000000000007,279.55000000000007,13.0,19.2,903.7,45.0,0.9392203466968708,0.4724884060664268,0.5253219888177297,29.13778454696209,1198.164299482937,17.161629397603647,849.0104883051828,1435597.688555437,294.52152358069367,False,True,True,19.2,903.7,45.0,2.954910279033736,6.80649744690791,3.8066624897703196,0
3171,22.0,83.05,1799.3,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,63.849999999999994,895.5999999999999,23.0,83.05,1799.3,22.0,0.20083020648782945,-0.6729618814107009,-0.9999608263946371,41.421503475808116,902.6100728798726,15.338814915196998,1715.7409501963841,814704.943664209,235.27924300266992,True,True,False,83.05,1799.3,22.0,4.419442836059304,7.495152979358473,3.091042453358316,0
3172,34.0,88.85,3000.25,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,5.799999999999997,1200.95,12.0,88.85,3000.25,34.0,0.6329754724674942,-0.9995790705777381,-0.8485702747846052,29.045320017544427,1122.233489477818,9.75762638847007,843.630614921567,1259408.0049055598,95.21127273696747,True,True,False,88.85,3000.25,34.0,4.486949554600661,8.00645089751155,3.5263605246161616,0
3173,47.0,86.95,4138.9,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,1.8999999999999915,1138.6499999999996,13.0,86.95,4138.9,47.0,0.5279645219409672,-0.14777787938271134,-0.9923354691509287,17.294095425819005,1268.3752344473444,11.505839978202104,299.0857365973339,1608775.7353593558,132.3843536039938,True,True,False,86.95,4138.9,47.0,4.465333240800292,8.32818533103164,3.8501476017100584,0
3174,18.0,20.05,388.6,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,66.9,3750.2999999999997,29.0,20.05,388.6,18.0,0.3619438202776613,0.5755751289748063,0.6603167082440802,44.32979216119115,2258.7357799762876,17.31425955381443,1965.1304730544045,5101887.323745088,299.7835838968543,True,True,False,20.05,388.6,18.0,2.998229153752578,5.96255053694334,2.8903717578961645,0
3175,1.0,79.6,79.6,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,59.55,309.0,17.0,79.6,79.6,1.0,-0.48871185658585375,-0.48871185658585375,0.5403023058681398,35.9901461806503,1594.9300557692388,19.43157177988545,1295.290622104577,2543801.8827960673,377.5859818368405,True,False,False,79.6,79.6,1.0,4.377014092850337,4.377014092850337,0.0,1
3176,6.0,44.7,276.5,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,34.89999999999999,196.9,5.0,44.7,276.5,6.0,0.7533184498767937,0.9992062338855137,0.960170286650366,25.52960267807426,937.280200913685,11.436561909518854,651.7606129003364,878494.1750247977,130.79494831025755,True,True,False,44.7,276.5,6.0,3.7999735016195233,5.6222108209623896,1.791759469228055,0
3177,36.0,34.85,1267.2,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,9.850000000000001,990.7,30.0,34.85,1267.2,36.0,-0.9575315342377929,-0.41926513401772997,-0.12796368962740468,18.701638261694253,809.611196951628,20.360077321352936,349.75127367126646,655470.2902294479,414.53274853147013,False,True,True,34.85,1267.2,36.0,3.551053137206533,7.144565021060162,3.58351893845611,0
3178,35.0,73.45,2661.1,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,38.6,1393.8999999999999,1.0,73.45,2661.1,35.0,-0.36853012420193454,-0.9854112781818584,-0.9036922050915067,24.41386052671053,1222.8599185718504,13.08728834227111,596.0365858176746,1495386.3804495523,171.2771161537453,True,True,False,73.45,2661.1,35.0,4.296604902619887,7.886494850128781,3.5553480614894135,0
3179,25.0,88.95,2291.2,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,15.5,369.9000000000001,10.0,88.95,2291.2,25.0,0.5525250109006562,-0.5578896698408462,0.9912028118634736,22.573682036423307,717.8992422399363,8.924386728439018,509.5711206815403,515379.3220086747,79.64467847873847,True,True,False,88.95,2291.2,25.0,4.4880744141118445,7.736830976766327,3.2188758248682006,1
3180,5.0,51.35,262.3,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,37.6,2028.8999999999999,20.0,51.35,262.3,5.0,0.46733928632266186,-0.022984550516776774,0.28366218546322625,23.196676488053548,1373.2860594449262,15.781143781795638,538.0858000914163,1885914.6010657735,249.04449906170714,True,True,False,51.35,262.3,5.0,3.9386649363745674,5.569488886872828,1.6094379124341003,0
3181,4.0,48.25,202.25,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,3.1000000000000014,60.05000000000001,1.0,48.25,202.25,4.0,-0.43017455727224563,0.37345077312185454,-0.6536436208636119,15.842535314737718,925.0087006419075,10.714968791967014,250.98592519871173,855641.09626323,114.81055621282702,True,True,False,48.25,202.25,4.0,3.876395827784995,5.309504555938601,1.3862943611198906,0
3182,47.0,58.9,2813.05,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,10.649999999999999,2610.8,43.0,58.9,2813.05,47.0,-0.7036603028628813,-0.2437409622852481,-0.9923354691509287,10.098095986876913,1669.4439795577825,27.492138293674312,101.97154256017961,2787043.2008817256,755.8176679585134,True,True,False,58.9,2813.05,47.0,4.075841090657541,7.942024582949736,3.8501476017100584,0
3183,52.0,39.9,2020.9,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,19.0,792.1500000000001,5.0,39.9,2020.9,52.0,-0.5892189567272824,-0.6555212011942926,-0.16299078079570548,12.662379204538931,963.8543154769716,20.057533974047928,160.33584711953998,929015.1414635815,402.3046691200868,False,True,True,39.9,2020.9,52.0,3.686376323895818,7.6112982357242025,3.9512437185814275,0
3184,4.0,20.85,62.9,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,19.049999999999997,1958.0,48.0,20.85,62.9,4.0,-0.4165505949027273,0.9976788965645558,-0.6536436208636119,17.998385995712198,1419.2660399445547,30.219395059288768,323.941898450649,2014316.0921398986,913.2118377493665,True,True,False,20.85,62.9,4.0,3.0373539482448106,4.141546163706395,1.3862943611198906,0
3185,68.0,53.0,3656.25,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,32.15,3593.35,64.0,53.0,3656.25,68.0,-0.9182827862121189,0.8452044228045101,0.4401430224960407,19.03726238648044,2124.723424267138,37.649160764497594,362.41735917170286,4514449.629629473,1417.4593062709853,False,True,True,53.0,3656.25,68.0,3.970291913552122,8.204193310980166,4.219507705176107,0
3186,21.0,20.5,429.55,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,32.5,3226.7,47.0,20.5,429.55,21.0,-0.07956356727854007,-0.661339224935655,-0.5477292602242684,19.70067491262973,1935.9395720939708,29.682179887780244,388.1165920131184,3747862.0267993864,881.0318028905459,False,True,True,20.5,429.55,21.0,3.0204248861443626,6.0627381490840655,3.044522437723423,0
3187,64.0,104.4,6721.6,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,83.9,6292.05,43.0,104.4,6721.6,64.0,-0.7468775280831653,0.16180318654302403,0.39185723042955,51.74892441430228,3860.804374274486,27.83101762313759,2677.951178037171,14905810.416417003,774.5655419393951,True,True,False,104.4,6721.6,64.0,4.648229675448539,8.813081500415118,4.1588830833596715,0
3188,1.0,80.25,80.25,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,24.150000000000006,6641.35,63.0,80.25,80.25,1.0,0.13893641628473632,0.13893641628473632,0.5403023058681398,29.88611903565618,3896.3279953083643,38.230928926168275,893.1801110134106,15181371.847023696,1461.6039265577303,True,False,False,80.25,80.25,1.0,4.385146762010125,4.385146762010125,0.0,1
3189,2.0,66.4,94.55,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,13.849999999999994,14.299999999999997,1.0,66.4,94.55,2.0,-0.9103967730584245,0.9546779639002737,-0.4161468365471424,19.456615444720263,2484.9526134679327,24.615862272612013,378.5598845637271,6174989.491181108,605.9406754242034,True,True,False,66.4,94.55,2.0,4.1956970564823886,4.549128795104466,0.6931471805599453,1
3190,55.0,85.1,4600.95,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,18.69999999999999,4506.4,53.0,85.1,4600.95,55.0,-0.9618806296517992,-0.08744698166714361,0.022126756261955736,14.69227468185723,3015.518840306666,34.7410234430838,215.86293532714294,9093353.87624446,1206.9387098728978,True,True,False,85.1,4600.95,55.0,4.443827035579329,8.434018082893639,4.007333185232471,0
3191,72.0,105.25,7609.75,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,20.150000000000006,3008.8,17.0,105.25,7609.75,72.0,0.00664605581484232,0.6876180364332821,-0.9672505882738824,18.63275958493581,3373.891624993298,29.697452316381863,347.1797297500172,11383144.697199918,881.9386740837746,True,True,False,105.25,7609.75,72.0,4.656338472562491,8.93718559880494,4.276666119016055,0
3192,1.0,24.4,24.4,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,80.85,7585.35,71.0,24.4,24.4,1.0,0.743343562696173,0.743343562696173,0.5403023058681398,49.55185246963378,4533.398748282856,43.55040443207557,2455.3860831723514,20551704.210932564,1896.6377261973469,True,False,False,24.4,24.4,1.0,3.1945831322991562,3.1945831322991562,0.0,0
3193,12.0,100.15,1164.3,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,75.75,1139.8999999999999,11.0,100.15,1164.3,12.0,0.9283062966327269,-0.33341341011411624,0.8438539587324921,44.723781384545404,2686.279489891356,25.85237999141917,2000.2166213326097,7216097.4978109645,668.3455512207302,True,True,False,100.15,1164.3,12.0,4.606669062111827,7.05987532704297,2.4849066497880004,1
3194,59.0,101.1,6039.9,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,0.9499999999999886,4875.599999999999,47.0,101.1,6039.9,59.0,0.8424212821410186,-0.1870158066884719,-0.7710802229758452,28.51246463646353,3420.668575785669,32.90911434350507,812.9606396455833,11700973.505367557,1083.009806873891,True,True,False,101.1,6039.9,59.0,4.616110126026426,8.706142734500412,4.07753744390572,1
3195,63.0,103.4,6603.0,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,2.3000000000000114,563.1000000000004,4.0,103.4,6603.0,63.0,-0.9630855611126041,0.8093464295513619,0.9858965815825497,17.376587382983697,2416.014376192261,22.712041995705206,301.94578907846824,5837125.465967678,515.836851614677,True,True,False,103.4,6603.0,63.0,4.638604962074329,8.79527937019457,4.143134726391533,1
3196,10.0,24.4,253.9,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,79.0,6349.1,53.0,24.4,253.9,10.0,0.743343562696173,-0.8424375241217139,-0.8390715290764524,51.79290940785483,4018.686152419043,33.83026702244969,2682.505464930257,16149838.391644573,1144.486966810247,True,True,False,24.4,253.9,10.0,3.1945831322991562,5.536940488710632,2.302585092994046,0
3197,24.0,24.7,571.75,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,0.3000000000000007,317.85,14.0,24.7,571.75,24.0,0.9078195977561953,0.9998027380279816,0.424179007336997,34.268156408265284,2544.4069515513684,19.56075696494617,1174.3065436213328,6474006.735102928,382.62321304169,True,True,False,24.7,571.75,24.0,3.2068032436339315,6.348701832902891,3.1780538303479458,0
3198,65.0,104.1,6700.05,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,79.39999999999999,6128.3,41.0,104.1,6700.05,65.0,-0.9100289512880982,-0.5676645336388247,-0.562453851238172,51.321127551357435,4015.745708630644,29.247699480669336,2633.8581331426994,16126213.596385432,855.4279249115453,True,True,False,104.1,6700.05,65.0,4.645351975620923,8.809870268037779,4.174387269895637,0
3199,20.0,68.9,1370.35,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,35.19999999999999,5329.700000000001,45.0,68.9,1370.35,20.0,0.9769682054316357,0.8164253723156863,0.40808206181339196,30.609878848471517,3270.960229137588,26.95239122179459,936.964683118104,10699180.820599822,726.43139257267,True,True,False,68.9,1370.35,20.0,4.232656178019613,7.222821460646684,2.995732273553991,0
3200,48.0,60.6,2985.25,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,8.300000000000004,1614.9,28.0,60.6,2985.25,48.0,-0.6139513298226686,0.7405021493390157,-0.6401443394691997,19.437952373337964,1913.3592199115628,19.4474021463025,377.83399246815503,3660943.5044205845,378.20145024001107,True,True,False,60.6,2985.25,48.0,4.104294893075269,8.001438774413494,3.871201010907891,0
3201,62.0,80.4,4981.15,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,19.800000000000004,1995.8999999999996,14.0,80.4,4981.15,62.0,0.2853650875145902,0.15422965632817912,0.6735071623235862,15.369998150098267,1809.441970006377,17.34572321294296,236.23684313402416,3274080.2428205586,300.87411378002827,True,True,False,80.4,4981.15,62.0,4.387014176184921,8.513416067054706,4.127134385045092,0
3202,6.0,19.5,106.8,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,60.900000000000006,4874.349999999999,56.0,19.5,106.8,6.0,0.7958149698139441,0.9998998872783965,0.960170286650366,38.14585091610432,2962.1970328280486,34.41547231329977,1455.105942113657,8774611.261295296,1184.4247345475035,True,True,False,19.5,106.8,6.0,2.970414465569701,4.6709579265260945,1.791759469228055,0
3203,24.0,54.8,1291.3,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,35.3,1184.5,18.0,54.8,1291.3,24.0,-0.176934996961678,-0.9944485218325984,0.424179007336997,24.69280749869386,1715.4894429463466,19.896182129216644,609.7347421675516,2942904.0288603664,395.85806331895975,True,True,False,54.8,1291.3,24.0,4.00369019395397,7.163404741852606,3.1780538303479458,0
3204,34.0,60.85,2003.6,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,6.050000000000004,712.3,10.0,60.85,2003.6,34.0,-0.39957826808334784,0.7410839370944139,-0.8485702747846052,16.22943960196252,1079.7949323198586,13.456135602725753,263.39470979374926,1165957.095863648,181.06758535894357,True,True,False,60.85,2003.6,34.0,4.108411819433536,7.602700841483462,3.5263605246161616,0
3205,46.0,33.7,1537.85,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,27.15,465.75,12.0,33.7,1537.85,46.0,-0.6543155223459516,0.04038508202385681,-0.4321779448847783,18.12476057721856,645.4343637693931,12.930203047234091,328.506945981496,416585.51793440134,167.19015084270177,False,True,True,33.7,1537.85,46.0,3.517497837358316,7.3381406160505245,3.828641396489095,0
3206,26.0,45.45,1233.15,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,11.75,304.6999999999998,20.0,45.45,1233.15,26.0,0.10291095660695612,-0.07481350036872363,0.6469193223286404,10.797553304951688,453.72026627199006,12.38959846231676,116.58715737327312,205862.08002592553,153.50215005744184,True,True,False,45.45,1233.15,26.0,3.816612820623488,7.117327150266252,3.258096538021482,0
3207,19.0,24.85,434.8,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,20.6,798.3500000000001,7.0,24.85,434.8,19.0,0.9602942743752596,0.30561334008724345,0.9887046181866692,14.278807970005555,671.7001605191197,10.703799538227276,203.88435704429415,451181.10564141115,114.57132455455444,True,True,False,24.85,434.8,19.0,3.2128577525426376,6.0748861552470546,2.9444389791664403,0
3208,24.0,54.6,1242.25,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,29.75,807.45,5.0,54.6,1242.25,24.0,-0.3689429102071134,-0.2473017325432759,0.424179007336997,17.601264463914823,510.59083620247424,6.217044057215967,309.8045107286708,260703.00201394185,38.65163680936436,True,True,False,54.6,1242.25,24.0,4.000033882750859,7.12467953048243,3.1780538303479458,0
3209,57.0,101.3,5779.6,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,46.699999999999996,4537.35,33.0,101.3,5779.6,57.0,0.7185820465431654,0.5974470467149375,0.8998668269691937,37.71206731635709,3149.436109860013,22.514338892359405,1422.200021273449,9918947.810090171,506.8954557600073,True,True,False,101.3,5779.6,57.0,4.618086411254637,8.662089755119457,4.04305126783455,0
3210,68.0,19.6,1441.65,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,81.69999999999999,4337.950000000001,11.0,19.6,1441.65,68.0,0.7313860956454967,-0.9424113434782583,0.4401430224960407,47.628963166837394,2591.688906210742,19.65439808571519,2268.5181323479533,6716851.386575832,386.29536411176497,False,True,True,19.6,1441.65,68.0,2.975529566236472,7.273543569937403,4.219507705176107,0
3211,12.0,74.15,741.4,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,54.550000000000004,700.2500000000001,56.0,74.15,741.4,12.0,0.31700755856006,0.9998741337405079,0.8438539587324921,35.370504076643186,1846.77720613882,34.34786195527358,1251.0725586358324,3410586.0491139055,1179.7756208985302,True,True,False,74.15,741.4,12.0,4.306090068583941,6.608540290716632,2.4849066497880004,0
3212,12.0,76.6,893.0,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,2.4499999999999886,151.60000000000002,0.0,76.6,893.0,12.0,0.360701589742968,0.7054869175867313,0.8438539587324921,22.336173204504675,1097.4183734480239,22.58400949104263,498.9046334216326,1204327.0863813066,510.03748469150355,True,True,False,76.6,893.0,12.0,4.338597076746545,6.794586580876499,2.4849066497880004,0
3213,40.0,50.85,2036.55,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,25.749999999999993,1143.55,28.0,50.85,2036.55,40.0,0.8339784015456742,0.6981683258315025,-0.6669380616522619,19.145117885659953,926.3529594217902,19.923663096069024,366.5355388558167,858129.8054295089,396.9523511656627,True,True,False,50.85,2036.55,40.0,3.928880122494569,7.6190124787144,3.6888794541139363,0
3214,23.0,86.8,1975.85,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,35.949999999999996,60.700000000000045,17.0,86.8,1975.85,23.0,0.3951232606884147,-0.9776584944048206,-0.5328330203333975,22.197653043372572,565.8556793289139,13.120845750516322,492.7358006339476,320192.64982878655,172.15659320884222,True,True,False,86.8,1975.85,23.0,4.463606621666305,7.588753964495258,3.1354942159291497,0
3215,4.0,70.4,281.0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,16.39999999999999,1694.85,19.0,70.4,281.0,4.0,0.281958388375392,-0.17168764515577298,-0.6536436208636119,13.58844922418138,1117.138742254199,16.59989180201735,184.64595231815557,1247998.969445294,275.5564078386828,True,True,False,70.4,281.0,4.0,4.254193263163997,5.638354669333745,1.3862943611198906,1
3216,67.0,50.55,3431.75,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,19.85000000000001,3150.75,63.0,50.55,3431.75,67.0,0.9597971874674927,0.4259159837661223,-0.5177697997895051,16.69682424537054,1859.8196893342708,38.29512116752746,278.78393988079347,3458929.2768354234,1466.51630523561,False,True,True,50.55,3431.75,67.0,3.9229629454664803,8.140825614131769,4.204692619390966,0
3217,35.0,62.15,2215.45,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,11.600000000000001,1216.3000000000002,32.0,62.15,2215.45,35.0,0.7764061857561304,-0.8096861396762809,-0.9036922050915067,10.044025124527579,1097.998570978184,23.8616980773695,100.88244070214124,1205600.861870134,569.3806351355393,True,True,False,62.15,2215.45,35.0,4.12955081795672,7.703210822115863,3.5553480614894135,0
3218,10.0,86.65,856.65,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,24.500000000000007,1358.7999999999997,25.0,86.65,856.65,10.0,0.25340838283602113,-0.5362617377455042,-0.8390715290764524,18.220859803306908,1169.1218245269465,24.004941570384375,331.9997319717654,1366845.8405852162,576.2372197975678,True,True,False,86.65,856.65,10.0,4.4618770161616155,6.753029433778981,2.302585092994046,1
